City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Malartic,CA,2021-09-12 14:16:41,48.1335,-78.1328,55.22,81,99,9.15
384,Bakchar,RU,2021-09-12 14:16:45,57.0186,82.0711,41.38,97,100,10.09
385,Georgetown,MY,2021-09-12 14:16:45,5.4112,100.3354,80.89,82,20,3.44
386,Kloulklubed,PW,2021-09-12 14:16:45,7.0419,134.2556,75.7,77,74,11.83
387,Tuatapere,NZ,2021-09-12 14:16:46,-46.1333,167.6833,46.81,87,100,9.31
388,Muhos,FI,2021-09-12 14:16:46,64.808,25.9931,53.38,97,100,5.77
389,La Ronge,CA,2021-09-12 14:16:46,55.1001,-105.2842,48.45,71,75,8.05
390,Bacolod,PH,2021-09-12 14:16:46,10.6667,122.95,79.39,82,100,4.34
391,Yonibana,SL,2021-09-12 14:16:47,8.4447,-12.245,72.64,97,100,5.03
392,Kingaroy,AU,2021-09-12 14:16:47,-26.5333,151.8333,61.03,87,3,5.82
393,Zhicheng,CN,2021-09-12 14:16:47,30.2956,111.5047,76.35,72,15,6.4
394,Mpika,ZM,2021-09-12 14:16:48,-11.8343,31.4529,78.73,26,13,8.5
395,Ligayan,PH,2021-09-12 14:16:48,4.6533,119.4706,80.87,81,100,11.07
396,Caraballeda,VE,2021-09-12 14:16:48,10.6112,-66.8522,88.38,64,89,5.75
397,Umea,SE,2021-09-12 14:16:48,63.8284,20.2597,53.53,100,90,4.61
398,Cabatuan,PH,2021-09-12 14:16:49,10.8794,122.486,76.8,90,100,1.92
399,Saldanha,ZA,2021-09-12 14:16:49,-33.0117,17.9442,59.58,74,56,14.47
400,Kanniyakumari,IN,2021-09-12 14:16:49,8.0833,77.5667,79.77,79,100,19.3
401,Luderitz,NA,2021-09-12 14:16:50,-26.6481,15.1594,64.54,68,20,24.45
402,Lekoni,GA,2021-09-12 14:16:50,-1.5843,14.2591,81.32,59,90,6.24
403,Palmer,US,2021-09-12 14:12:51,42.1584,-72.3287,72.28,71,75,1.01
404,Parana,AR,2021-09-12 14:16:50,-31.732,-60.5238,77.56,54,98,10.02
405,Byron Bay,AU,2021-09-12 14:16:51,-28.65,153.6167,67.95,82,1,17.34
406,Lobva,RU,2021-09-12 14:16:51,59.1854,60.5185,44.46,65,54,10.2
407,Krasnoselkup,RU,2021-09-12 14:16:51,65.7,82.4667,48.24,91,100,9.35
408,Kreminna,UA,2021-09-12 14:16:51,49.0495,38.2179,78.19,34,100,6.06
409,Oroquieta,PH,2021-09-12 14:16:52,8.4858,123.8044,78.19,86,100,3.29
410,Taga,RO,2021-09-12 14:16:52,46.95,24.05,80.69,33,91,4.18
411,Puyang,CN,2021-09-12 14:16:52,29.4603,119.8861,74.48,95,100,5.64
412,Bac Lieu,VN,2021-09-12 14:16:53,9.285,105.7244,78.82,89,100,11.01
413,Moerai,PF,2021-09-12 14:16:53,-22.4333,-151.3333,71.96,75,88,14.72
414,Cayenne,GF,2021-09-12 14:15:15,4.9333,-52.3333,87.84,74,75,1.99
415,Konya,TR,2021-09-12 14:16:53,38.1667,32.5,74.68,28,4,8.72
416,Calabozo,VE,2021-09-12 14:16:54,8.9242,-67.4293,85.75,59,59,9.1
417,Charyshskoye,RU,2021-09-12 14:16:54,51.3978,83.5598,41.65,92,31,7.36
418,Nishihara,JP,2021-09-12 14:16:54,26.1842,127.7558,83.86,84,75,21.85
419,Gamba,GA,2021-09-12 14:16:54,-2.65,10.0,76.42,80,100,6.51
420,Ormond Beach,US,2021-09-12 14:16:55,29.2858,-81.0559,84.29,71,75,6.91
421,Nova Olinda Do Norte,BR,2021-09-12 14:16:55,-3.8881,-59.0942,92.41,40,9,5.7
422,Honningsvag,NO,2021-09-12 14:16:55,70.9821,25.9704,48.15,73,54,11.9
423,Joacaba,BR,2021-09-12 14:16:56,-27.1781,-51.5047,85.71,40,0,3.02
424,Tucson,US,2021-09-12 14:13:12,32.2217,-110.9265,82.65,50,1,9.22
425,Jagtial,IN,2021-09-12 14:16:56,18.8,78.9333,78.01,89,94,5.3
426,Kruisfontein,ZA,2021-09-12 14:16:56,-34.0033,24.7314,61.88,65,98,12.95
427,Genhe,CN,2021-09-12 14:16:57,50.7833,121.5167,48.58,96,100,7.74
428,Balikpapan,ID,2021-09-12 14:16:57,-1.2675,116.8289,74.28,89,100,5.41
429,Kassala,SD,2021-09-12 14:16:57,15.451,36.4,93.09,44,95,11.3
430,Citta Di Castello,IT,2021-09-12 14:16:58,43.4691,12.2305,88.45,31,4,4.0
431,Tomatlan,MX,2021-09-12 14:16:58,19.9333,-105.25,76.75,83,90,3.29
432,Xam Nua,LA,2021-09-12 14:16:58,20.4197,104.0439,69.1,96,24,2.08
433,Hami,CN,2021-09-12 14:16:59,42.8,93.45,77.79,19,100,5.97
434,Bosaso,SO,2021-09-12 14:16:59,11.2842,49.1816,94.05,44,73,3.65
435,Phalombe,MW,2021-09-12 14:16:59,-15.8064,35.6507,77.76,39,92,7.29
436,Gubkinskiy,RU,2021-09-12 14:16:59,64.434,76.5026,44.17,90,61,5.06
437,Coihaique,CL,2021-09-12 14:17:00,-45.5752,-72.0662,43.41,81,75,9.22
438,Arcachon,FR,2021-09-12 14:17:00,44.5875,-1.0519,84.42,37,0,5.75
439,Noumea,NC,2021-09-12 14:17:01,-22.2763,166.4572,66.18,77,0,8.9
440,Jutai,BR,2021-09-12 14:17:01,-5.1833,-68.9,85.91,64,37,0.85
441,Flinders,AU,2021-09-12 14:17:01,-34.5833,150.8552,61.21,53,29,3.0
442,Kieta,PG,2021-09-12 14:17:01,-6.2167,155.6333,79.09,85,80,8.01
443,Gannan,CN,2021-09-12 14:17:02,47.9147,123.5031,51.4,84,100,5.44
444,Soyo,AO,2021-09-12 14:17:02,-6.1349,12.3689,77.77,75,66,8.63
445,Barra Do Garcas,BR,2021-09-12 14:17:02,-15.89,-52.2567,97.38,28,0,5.75
446,Szendro,HU,2021-09-12 14:17:03,48.4,20.7333,79.81,28,12,3.18
447,Nador,MA,2021-09-12 14:17:03,35.174,-2.9287,87.87,78,40,8.05
448,Port Augusta,AU,2021-09-12 14:17:03,-32.5,137.7667,46.54,64,31,8.66
449,Pergamino,AR,2021-09-12 14:17:04,-33.89,-60.5736,72.18,57,36,12.37
450,Yumen,CN,2021-09-12 14:17:04,40.2833,97.2,69.87,37,98,16.91
451,Crystal Beach,CA,2021-09-12 14:17:04,42.8699,-79.0583,74.12,81,99,7.0
452,Mayo,US,2021-09-12 14:17:05,38.8876,-76.5119,75.27,76,1,3.0
453,Boende,CD,2021-09-12 14:17:05,-0.2167,20.8667,77.86,72,89,2.95
454,Ogori,JP,2021-09-12 14:17:05,34.1,131.4,76.96,90,100,4.09
455,Kailua,US,2021-09-12 14:17:05,21.4022,-157.7394,76.98,66,44,17.27
456,Mineiros,BR,2021-09-12 14:17:06,-17.5694,-52.5511,94.24,17,1,9.04
457,Yamada,JP,2021-09-12 14:17:06,39.4667,141.95,69.03,76,2,10.71
458,Grand Gaube,MU,2021-09-12 14:17:06,-20.0064,57.6608,71.38,75,9,10.0
459,Nago,JP,2021-09-12 14:17:07,26.5881,127.9761,84.63,87,100,22.15
460,De-Kastri,RU,2021-09-12 14:17:07,51.4667,140.7833,45.97,87,7,6.89
461,Mecca,SA,2021-09-12 14:12:15,21.4267,39.8261,98.04,27,55,18.3
462,Pestovo,RU,2021-09-12 14:17:07,58.5938,35.8024,66.58,71,92,2.44
463,Birzai,LT,2021-09-12 14:17:08,56.2,24.75,68.85,77,100,6.69
464,Egvekinot,RU,2021-09-12 14:17:08,66.3167,-179.1667,23.58,83,94,14.94
465,Acapulco,MX,2021-09-12 14:17:08,16.8634,-99.8901,76.82,88,90,0.0
466,Port Macquarie,AU,2021-09-12 14:13:49,-31.4333,152.9167,60.76,56,17,10.29
467,Reo,BF,2021-09-12 14:17:08,12.3167,-2.4667,79.59,76,100,4.85
468,Pyatnitskoye,RU,2021-09-12 14:17:09,50.4233,37.8273,75.11,38,98,8.14
469,Monzon,ES,2021-09-12 14:17:09,41.9108,0.1941,91.44,30,0,6.87
470,Erenhot,CN,2021-09-12 14:17:09,43.6475,111.9767,63.46,48,100,13.87
471,Lebedinyy,RU,2021-09-12 14:17:10,58.5167,125.5167,49.3,66,8,9.31
472,Salvador,SV,2021-09-12 14:12:17,13.8333,-88.9167,75.24,91,98,1.79
473,Nokha,IN,2021-09-12 14:17:10,27.6,73.4167,86.31,64,99,9.51
474,Fenoarivo Atsinanana,MG,2021-09-12 14:17:10,-17.3667,49.4167,72.9,79,5,12.08
475,Riyadh,SA,2021-09-12 14:16:17,24.6877,46.7219,100.54,5,4,13.96
476,Poum,NC,2021-09-12 14:17:11,-20.2333,164.0167,70.63,75,14,14.7
477,Muswellbrook,AU,2021-09-12 14:17:11,-32.2667,150.9,57.33,60,2,4.18
478,Diego De Almagro,CL,2021-09-12 14:17:11,-26.3667,-70.05,59.25,35,0,1.59
479,Ulaanbaatar,MN,2021-09-12 14:17:12,47.9077,106.8832,42.93,81,0,4.47
480,Gimli,CA,2021-09-12 14:17:12,50.6336,-96.9907,50.02,81,91,5.75
481,Tecoanapa,MX,2021-09-12 14:17:12,16.5167,-98.75,77.27,90,95,5.14
482,Paracelis,PH,2021-09-12 14:17:13,17.2667,121.4667,72.82,97,100,3.15
483,Kirakira,SB,2021-09-12 14:17:13,-10.4544,161.9205,78.26,84,12,6.96
484,Portland,US,2021-09-12 14:15:52,45.5234,-122.6762,62.11,88,75,1.01
485,Svetlyy,RU,2021-09-12 14:17:13,54.675,20.1347,69.85,78,100,10.89
486,Graaff-Reinet,ZA,2021-09-12 14:17:14,-32.2522,24.5308,90.91,12,67,19.91
487,Syrskoye,RU,2021-09-12 14:17:14,52.5744,39.4966,72.61,42,83,6.49
488,Agadir,MA,2021-09-12 14:17:14,30.4202,-9.5982,77.45,39,100,6.73
489,Port-Cartier,CA,2021-09-12 14:17:14,50.0334,-66.8654,55.62,97,100,11.9
490,Buinsk,RU,2021-09-12 14:17:15,54.95,48.2833,64.29,66,100,0.81
491,Alanya,TR,2021-09-12 14:17:15,36.5438,31.9998,82.53,58,3,5.21
492,Puro,PH,2021-09-12 14:17:15,12.4841,123.3827,80.42,81,100,1.77
493,Russell,US,2021-09-12 14:17:16,32.3502,-85.1999,79.79,81,40,4.61
494,Albanel,CA,2021-09-12 14:17:16,48.8832,-72.4487,62.74,87,82,11.5
495,Codrington,AU,2021-09-12 14:17:16,-38.2667,141.9667,46.92,77,19,14.43
496,Sao Raimundo Das Mangabeiras,BR,2021-09-12 14:17:17,-7.0219,-45.4811,96.66,27,0,8.3
497,Waingapu,ID,2021-09-12 14:17:17,-9.6567,120.2641,79.72,80,95,4.09
498,Krasnooktyabrskiy,RU,2021-09-12 14:17:17,44.9328,38.3712,80.1,60,64,2.64
499,Aksarka,RU,2021-09-12 14:17:17,66.5606,67.7975,43.99,62,100,12.53
500,Bodden Town,KY,2021-09-12 14:17:18,19.2833,-81.25,88.0,73,40,8.01
501,Da Nang,VN,2021-09-12 14:17:18,16.0678,108.2208,77.05,94,75,4.61
502,Jibuti,DJ,2021-09-12 14:17:18,11.5,42.5,89.02,22,51,7.23
503,Bagdarin,RU,2021-09-12 14:17:19,54.4333,113.6,41.18,94,28,4.63
504,Buraydah,SA,2021-09-12 14:12:54,26.326,43.975,99.55,11,0,6.51
505,Broome,US,2021-09-12 14:17:19,42.2506,-75.833,73.65,71,94,3.0
506,Berlevag,NO,2021-09-12 14:17:19,70.8578,29.0864,46.56,74,64,15.17
507,Markova,UA,2021-09-12 14:17:20,48.6758,24.4138,74.79,49,75,3.62
508,Qaqortoq,GL,2021-09-12 14:17:20,60.7167,-46.0333,46.9,84,100,9.75
509,Dunhua,CN,2021-09-12 14:17:20,43.3725,128.2425,46.27,85,1,1.61
510,Lovozero,RU,2021-09-12 14:17:21,68.005,35.0117,48.7,52,72,0.96
511,Pangody,RU,2021-09-12 14:17:21,65.85,74.4859,43.43,93,100,15.73
512,Baykit,RU,2021-09-12 14:17:21,61.67,96.37,50.18,97,100,6.55
513,Yantal,RU,2021-09-12 14:17:21,56.8471,105.2542,44.08,81,79,4.54
514,La Serena,CL,2021-09-12 14:16:02,-29.9078,-71.2542,60.31,63,0,3.44
515,Comodoro Rivadavia,AR,2021-09-12 14:17:22,-45.8667,-67.5,55.26,38,0,25.32
516,Saeby,DK,2021-09-12 14:17:22,57.3319,10.5225,64.96,71,33,20.69
517,Caconda,AO,2021-09-12 14:17:22,-13.7333,15.0667,85.71,14,84,3.89
518,Talaya,RU,2021-09-12 14:17:23,61.3833,152.75,29.07,67,71,2.1
519,Sechura,PE,2021-09-12 14:17:23,-5.5569,-80.8222,67.86,73,94,10.67
520,Henties Bay,NA,2021-09-12 14:17:23,-22.116,14.2845,58.86,77,6,14.61
521,Iberia,US,2021-09-12 14:17:24,29.9502,-91.7507,80.96,83,40,10.36
522,Freetown,SL,2021-09-12 14:17:24,8.484,-13.2299,76.28,88,100,7.31
523,Coffs Harbour,AU,2021-09-12 14:17:24,-30.3,153.1333,71.56,49,40,12.66
524,Mao,ES,2021-09-12 14:17:24,39.8885,4.2658,79.36,69,20,6.91
525,Chopovychi,UA,2021-09-12 14:17:25,50.8332,28.9533,76.57,33,64,3.33
526,Yankton,US,2021-09-12 14:16:50,42.8711,-97.3973,61.05,77,1,8.05
527,Coracora,PE,2021-09-12 14:17:25,-15.0333,-73.7833,58.77,34,20,4.99
528,Zemio,CF,2021-09-12 14:17:25,5.0314,25.1361,77.7,74,98,4.65
529,Along,IN,2021-09-12 14:17:26,28.1667,94.7667,76.17,90,8,1.95
530,Tatvan,TR,2021-09-12 14:17:26,38.5067,42.2817,79.66,20,0,9.73
531,Kochi,IN,2021-09-12 14:17:26,9.9399,76.2602,76.98,83,97,7.81
532,Viedma,AR,2021-09-12 14:17:26,-40.8135,-62.9967,63.34,22,97,24.92
533,Novyy Urengoy,RU,2021-09-12 14:17:27,66.0833,76.6333,44.92,97,100,12.64
534,Pangnirtung,CA,2021-09-12 14:17:27,66.1451,-65.7125,33.17,41,0,6.42
535,Valparaiso,CL,2021-09-12 14:14:33,-33.0393,-71.6273,56.32,97,90,10.36
536,Pouebo,NC,2021-09-12 14:17:27,-20.4,164.5667,66.6,85,24,11.21
537,Ipixuna,BR,2021-09-12 14:17:28,-1.7625,-48.8043,85.95,52,10,6.17
538,Baijiantan,CN,2021-09-12 14:17:28,45.6333,85.1833,79.88,19,91,11.99
539,Mount Gambier,AU,2021-09-12 14:17:28,-37.8333,140.7667,45.07,90,81,11.23
540,Beira,MZ,2021-09-12 14:17:29,-19.8436,34.8389,77.09,65,20,14.97
541,Ust-Ilimsk,RU,2021-09-12 14:17:29,58.0006,102.6619,50.45,64,99,4.21
542,Sitka,US,2021-09-12 14:17:29,57.0531,-135.33,53.49,94,90,6.91
543,Dakar,SN,2021-09-12 14:15:00,14.6937,-17.4441,88.68,74,28,3.91
544,Bathsheba,BB,2021-09-12 14:17:30,13.2167,-59.5167,84.81,94,75,5.75
545,Leirvik,NO,2021-09-12 14:17:30,59.7798,5.5005,59.63,82,75,18.41
546,Minab,IR,2021-09-12 14:17:30,27.1467,57.0801,96.3,25,1,5.91
547,Vardo,NO,2021-09-12 14:17:31,70.3705,31.1107,46.6,75,72,10.45
548,Brigantine,US,2021-09-12 14:17:31,39.4101,-74.3646,77.32,72,1,12.66
549,Taltal,CL,2021-09-12 14:17:31,-25.4,-70.4833,62.28,55,33,4.27
550,Bochnia,PL,2021-09-12 14:17:31,49.9691,20.4303,77.18,60,1,2.73
551,Bend,US,2021-09-12 14:13:49,44.0582,-121.3153,57.09,71,1,1.01
552,Beloha,MG,2021-09-12 14:17:32,-25.1667,45.05,76.96,52,0,17.72
553,Cotonou,BJ,2021-09-12 14:17:32,6.3654,2.4183,82.38,83,40,14.97
554,Ugoofaaru,MV,2021-09-12 14:17:32,5.6667,73.0,83.23,75,100,11.39
555,Osmena,PH,2021-09-12 14:17:33,10.5208,119.9258,83.68,78,100,10.8
556,Hunfeld,DE,2021-09-12 14:17:33,50.6797,9.7673,73.51,63,98,4.94
557,Orlik,RU,2021-09-12 14:17:33,52.5178,99.825,47.28,63,97,5.26
558,Strezhevoy,RU,2021-09-12 14:17:34,60.7333,77.5889,44.58,93,100,5.39
559,Mezen,RU,2021-09-12 14:17:34,65.8522,44.24,45.07,74,100,7.74
560,Barsovo,RU,2021-09-12 14:17:34,61.1667,73.1667,48.33,95,100,3.78
561,Agucadoura,PT,2021-09-12 14:17:35,41.4318,-8.7804,86.09,71,100,6.15
562,Dukat,RU,2021-09-12 14:17:35,62.55,155.55,28.0,63,100,2.89
563,Cajamarca,PE,2021-09-12 14:17:35,-7.1638,-78.5003,60.87,72,75,2.3
564,Namwala,ZM,2021-09-12 14:17:36,-15.7504,26.4384,83.71,19,100,5.7
565,Middletown,US,2021-09-12 14:15:16,39.5151,-84.3983,76.6,71,1,13.8
566,Niteroi,BR,2021-09-12 14:17:36,-22.8833,-43.1036,86.97,83,20,10.36
567,Teya,RU,2021-09-12 14:17:36,60.3778,92.6267,49.23,95,100,4.59
568,La Romana,DO,2021-09-12 14:15:06,18.4273,-68.9728,88.16,70,40,4.61
569,Arlit,NE,2021-09-12 14:17:37,18.7369,7.3853,105.6,13,1,2.84
570,Casa Nova,BR,2021-09-12 14:17:37,-9.4167,-41.1333,87.78,40,1,22.75
571,Mtimbira,TZ,2021-09-12 14:17:37,-8.7833,36.35,91.47,24,68,2.19
572,Ambilobe,MG,2021-09-12 14:17:38,-13.2,49.05,83.32,39,100,7.47
573,Pantai Remis,MY,2021-09-12 14:17:38,4.4557,100.6288,80.62,85,100,2.51
574,Kenai,US,2021-09-12 14:17:38,60.5544,-151.2583,48.15,96,90,0.0
575,Ucluelet,CA,2021-09-12 14:13:59,48.9329,-125.5528,56.08,92,6,5.88
576,Uige,AO,2021-09-12 14:17:38,-7.6087,15.0613,86.86,36,53,7.61
